"gold","UMass","UCI","NPMI","C_A","C_P","C_V","words","rating"
"3","-1.7213567386","4.6661555945","0.4060405491","0.6096052406","0.9592177179","0.7470997599","5","good"
"1.75","-1.7059094007","0.7313757578","0.0737039743","0.1702619544","0.2665130617","0.4646964793","5","bad"
"1.8","-2.2624802824","2.0052674534","0.1797754511","0.3562718588","0.6771144172","0.6004049473","5","bad"
"1.25","-1.0169829261","-0.1132513884","-0.0111461039","0.1027746349","0.0230308899","0.4489555147","5","bad"
"1.3333333333","-1.6401496205","0.5079130081","0.0475406087","0.2449068264","0.2278936301","0.4665859007","5","bad"
"3","-1.4529042724","3.0002289198","0.259076766","0.4925135803","0.8333582696","0.6100520847","5","good"
"3","-1.2884166002","2.3816335792","0.2069408509","0.4001825534","0.7786134835","0.5885452993","5","good"
"2","-3.0070223571","-2.0284583583","-0.0655814286","0.1034705924","0.0749943017","0.4493620569","5","bad"
"2.1666666667","-1.2335787512","3.5335151294","0.2749502755","0.5323692787","0.8770600332","0.6395130295","5","bad"
"3","-2.0447693282","2.1910319724","0.2196883346","0.3711372437","0.711125418","0.5813512482","5","good"
"3","-2.7264129491","3.4936299317","0.2807563497","0.4249897881","0.9026800592","0.647105426","5","good"
"1","-1.6174601552","0.3239205844","0.032902201","0.1292091402","0.1811848039","0.4564094271","5","bad"
"1.6666666667","-1.8505912823","0.0064234946","0.0054595051","0.1912520393","0.0992719376","0.4554788739","5","bad"
"2","-1.7584785275","3.9794016967","0.3125563187","0.4341770829","0.9682103454","0.7271038734","5","bad"
"1","-4.5380446757","-6.7023386697","-0.2479888554","0.1126035149","-0.3937661798","0.5320985764","5","bad"
"2.25","-2.1979634623","2.9115346132","0.2367933641","0.4873015519","0.8374015436","0.6062669","5","bad"
"3","-2.8519321525","2.2539507508","0.2053186561","0.3298332824","0.9120303874","0.6324359644","5","good"
"3","-1.4626598334","2.3380154188","0.1977615295","0.3136338549","0.7331789886","0.5606645721","5","good"
"2","-3.573151849","0.5424579582","0.0862278734","0.3075433183","0.4302395988","0.5447541155","5","bad"
"3","-2.0250158435","1.0265801082","0.1072713203","0.2461608217","0.5023576963","0.5748488693","5","good"
"3","-1.409226395","2.7800309602","0.316037701","0.5626941729","0.8527315423","0.7153100077","5","good"
"3","-2.0218384626","1.6306706846","0.1592793473","0.313502288","0.6236431695","0.5439287327","5","good"
"2.25","-3.5775410521","0.4533996304","0.0858915999","0.2175489635","0.4668598831","0.4935077673","5","bad"
"3","-1.5628390033","2.4761001036","0.2484124549","0.3912666064","0.8282758683","0.6793034687","5","good"
"3","-2.8097199671","3.5401263129","0.272001772","0.4482858757","0.9020041185","0.6238712421","5","good"
"3","-1.6796424733","2.1584301007","0.2037737413","0.3112920566","0.7886620802","0.6240708595","5","good"
"2.75","-1.2958087767","1.8579584784","0.1865435155","0.3478542815","0.6551219507","0.5440745839","5","good"
"3","-1.7218555798","2.2695887864","0.2231513935","0.3443517858","0.7839501473","0.6037538153","5","good"
"2.2","-3.7715697302","-0.1356611637","0.0907316411","0.2573629996","0.7047658402","0.5548255808","5","bad"
"2.6","-1.7074800566","4.0306675976","0.3206609742","0.4900147526","0.9465150951","0.7082379253","5","good"
"1.6666666667","-4.3264677523","0.4757222542","0.0875111756","0.1870416038","0.4503549505","0.5779609207","5","bad"
"3","-1.6733028665","2.0507485737","0.1921874077","0.2942694723","0.7250625589","0.5814875387","5","good"
"3","-1.7199875263","1.9045060143","0.186828746","0.3521989342","0.7914755614","0.6223321366","5","good"
"3","-1.0350913061","2.0174204988","0.2196017246","0.3717959046","0.7456906305","0.6280717266","5","good"
"3","-1.9214921071","2.2241686286","0.2038775541","0.3622280207","0.75926504","0.6129414361","5","good"
"1","-0.8888467842","0.154811507","0.0176276135","0.1250084001","0.1210306127","0.4520665888","5","bad"
"2.2","-2.3795384598","1.2895092644","0.1231398334","0.2404330274","0.5437412977","0.5461212856","5","bad"
"2.3333333333","-1.0053987026","0.313389148","0.0473459134","0.1941398584","0.1290173171","0.4627831195","5","bad"
"1.4","-9.5382879382","-6.7437579649","-0.223063366","0.2767234674","-0.5690737703","0.6645594502","5","bad"
"3","-1.8250875799","3.8727576172","0.3405291647","0.4880022807","0.9289759562","0.7176268469","5","good"
"2","-7.4547765163","-1.6505686257","-0.0338554346","0.0896313561","-0.1537443283","0.4156058696","5","bad"
"2.8","-1.6272100109","2.4050529612","0.2378147323","0.5382369214","0.9201342447","0.6940385666","5","good"
"3","-2.3135110994","1.1053526936","0.1211363245","0.3103643951","0.4338672861","0.5886522168","5","good"
"3","-2.3386855047","2.1729290347","0.185600213","0.3656487911","0.7284617815","0.5736154926","5","good"
"2","-1.1602825929","1.2881783413","0.137433627","0.2386892848","0.5592343782","0.5377187485","5","bad"
"1.6666666667","-7.9337000554","-3.4165215812","-0.0779398163","0.2349164667","-0.1877287559","0.6322225735","5","bad"
"2.3333333333","-1.0660904814","2.1105823847","0.2392503263","0.3869464774","0.7373073068","0.625380619","5","bad"
"3","-1.3831471528","4.01018276","0.339808711","0.5028317325","0.948126113","0.7516067402","5","good"
"3","-1.9848668714","3.8305043157","0.3842880166","0.580087835","0.9270516316","0.7472355417","5","good"
"3","-1.449915968","3.1207518993","0.2736771704","0.4887574403","0.8221978338","0.6306774157","5","good"
"3","-1.9969799731","1.9690709186","0.1803815507","0.2976081955","0.7046148383","0.5571769825","5","good"
"2.6666666667","-1.8075805439","2.1813265423","0.1919991205","0.3380864598","0.7242502797","0.5450783403","5","good"
"1","-4.8459400785","-3.6057285543","-0.0854044518","0.2296662358","0.1020317163","0.5044059397","5","bad"
"2","-3.9339912632","-0.2115844413","0.0648816961","0.2882541221","0.4696571073","0.5796154476","5","bad"
"1.2857142857","-2.4645757432","-1.6744230279","-0.0815819379","0.0879133821","-0.0426044812","0.4517611936","5","bad"
"2.8181818182","-2.141173124","2.9009220975","0.2661342741","0.4297091458","0.8592666654","0.6388958925","5","good"
"3","-0.9362009702","1.7812555341","0.2290286863","0.4578795993","0.7309291552","0.66559691","5","good"
"2.3333333333","-1.1291257376","0.4376437362","0.0604514454","0.1854098866","0.1705206917","0.4642671509","5","bad"
"1.25","-2.9386664099","0.6480800642","0.1270644453","0.4004574452","0.7021948216","0.6583511503","5","bad"
"3","-1.4264515899","2.4788878324","0.2828174328","0.4721689549","0.7066077651","0.5689983959","5","good"
"1.6666666667","-2.5701143732","0.7038351298","0.1118719843","0.288684248","0.8020174116","0.5934459844","5","bad"
"1.6666666667","-2.5567444079","-0.0967277793","0.0610120386","0.2458980075","0.4667465144","0.5419421182","5","bad"
"1","-8.0550992897","-6.8024229212","-0.2424773424","0.082138071","-0.5126609816","0.5814670036","5","bad"
"3","-1.1469616974","1.6700966998","0.1946532536","0.3840910897","0.6550721416","0.5927685966","5","good"
"1.25","-6.6004276094","-5.1565374065","-0.1825468165","0.105885389","-0.0939124986","0.5637104584","5","bad"
"3","-1.9771882345","4.129990542","0.3607130493","0.5731267612","0.9417683414","0.7260538776","5","good"
"3","-2.0142049141","1.683552763","0.1613826306","0.265854637","0.6324852601","0.5558948948","5","good"
"2","-2.4175448204","0.0496834473","0.0377948755","0.2416128567","0.3378890588","0.5148026062","5","bad"
"2.6666666667","-1.3412291172","0.4647962451","0.0457298653","0.2205154293","0.1013979923","0.4540304919","5","good"
"3","-1.6768734398","2.1216369429","0.2026132753","0.3147283711","0.7825947328","0.6317216895","5","good"
"1.6666666667","-1.6292090847","0.8568862837","0.144532626","0.2321669507","0.345817208","0.5396803124","5","bad"
"2.6666666667","-2.0586788339","-1.0448620875","-0.00852721","0.3173870526","0.1176871747","0.4804493215","5","good"
"2.6666666667","-3.0916271799","-0.2602764738","0.058439152","0.2959233656","0.2768458489","0.5146942699","5","good"
"3","-1.7099522161","2.5870540899","0.2597417743","0.4244347613","0.7599033381","0.5984167713","5","good"
"2.6666666667","-0.9014358401","1.784683445","0.2356577774","0.4646161924","0.7409489604","0.6857549764","5","good"
"3","-1.1940272894","5.5590648697","0.464712189","0.7103495902","0.9871464753","0.86257591","5","good"
"3","-1.5352137765","2.3167212972","0.2165138805","0.3326326004","0.7884717829","0.613959856","5","good"
"3","-1.4781698434","2.2612570754","0.2285178312","0.3954616891","0.809050563","0.6462796083","5","good"
"2.9","-1.4678052718","2.5834137841","0.246571455","0.3857003003","0.8309165834","0.621630537","5","good"
"1.5","-2.3356845043","1.5230761837","0.1875997163","0.4752823364","0.804080493","0.5928467112","5","bad"
"3","-1.5508908225","3.917668488","0.317052918","0.5414451399","0.950281894","0.7329845793","5","good"
"2.5","-1.9839253092","1.4425471207","0.1579209873","0.3837442388","0.4630456165","0.5059140808","5","bad"
"2.25","-1.6122364907","1.1500093326","0.1667309781","0.3221253975","0.9064258995","0.6692027881","5","bad"
"3","-1.1402769853","2.2222928569","0.2423350608","0.4203445784","0.773929833","0.63928844","5","good"
"3","-1.8198815287","3.7501022925","0.317430876","0.5694660017","0.9376786253","0.749093864","5","good"
"3","-1.4879815288","1.3397917763","0.1329450805","0.2433456897","0.5373400839","0.5040461437","5","good"
"3","-1.9605943272","4.1111696645","0.3260591143","0.4312785364","0.9618212461","0.7382926162","5","good"
"3","-2.8504136257","4.0173585892","0.3186227666","0.4591604315","0.9264162382","0.6776772383","5","good"
"2","-2.3432579512","1.4692290547","0.1406195474","0.236508559","0.6031939801","0.5267665949","5","bad"
"3","-2.137237401","1.4991324188","0.1476096157","0.2481260348","0.5162186346","0.5105497875","5","good"
"3","-1.3242014601","3.730182643","0.3156150891","0.5202542455","0.9275229799","0.6972158519","5","good"
"2.6666666667","-1.5179281088","2.2409412239","0.2038602013","0.4439766445","0.775570858","0.6181778244","5","good"
"3","-0.9767841832","2.2575570594","0.2524851668","0.4421111572","0.7862081854","0.6481713912","5","good"
"2.3333333333","-1.3654494624","0.6038024027","0.0643663329","0.2507547081","0.2803731551","0.4705085793","5","bad"
"1.2","-2.7507709299","-0.3827756326","0.0512233546","0.2755002018","0.512046955","0.5911754905","5","bad"
"2","-2.2412343398","2.4758964717","0.204724039","0.3668079409","0.8306810765","0.6037830963","5","bad"
"2","-1.6699690617","-0.0477298704","-0.0023650385","0.099316673","0.0806328337","0.4508973796","5","bad"
"3","-1.7591686079","0.8143871617","0.0875814832","0.2142102794","0.4622598238","0.5516060925","5","good"
"2.4","-1.6032864363","3.1539800048","0.2810201125","0.4598823253","0.7985481982","0.6297637358","5","bad"
"1.3333333333","-5.0586485704","-2.3718829493","-0.0314284894","0.3566359744","0.0595441503","0.5763225727","5","bad"
"2.3333333333","-2.490669701","1.7261066547","0.1852131514","0.3969350565","0.7594833876","0.5913266745","5","bad"
"2.3333333333","-2.6272755996","2.26942965","0.1889494347","0.3776901232","0.9020888101","0.6583867281","5","bad"
"2.5","-2.0334745731","2.2936626796","0.2286104518","0.3662829273","0.717553991","0.6386474939","5","bad"
"3","-2.1179601127","3.4022685303","0.2734931758","0.4696687166","0.8863906815","0.6542359291","5","good"
"2.6666666667","-3.0202922558","-1.7968888613","-0.0421611261","0.1386451224","0.0678703314","0.5023738687","5","good"
"2","-1.0576532305","0.4474750551","0.0481193151","0.2181296221","0.1998668736","0.4666471083","5","bad"
"3","-1.6636612075","2.930428561","0.2415887839","0.3564254555","0.8204975686","0.597663997","5","good"
"2","-2.4136402767","0.9599445945","0.0896423615","0.2573787879","0.3859875836","0.5090867085","5","bad"
"3","-2.1585721404","3.0723884","0.2585052723","0.4033903854","0.8641817844","0.6409035377","5","good"
"3","-1.7955554551","2.8488886429","0.251760069","0.450927581","0.889037652","0.6896110757","5","good"
"3","-1.1100697656","2.4217826814","0.2608697978","0.4329138298","0.822470341","0.6729954279","5","good"
"2.5","-1.8461985767","0.7869893809","0.1598819948","0.438814796","0.6610600202","0.6505286536","5","bad"
"2.6666666667","-2.5228145485","2.1476415562","0.1748983491","0.3055280297","0.7411008152","0.5677411015","5","good"
"2","-3.1862295925","-1.9486526821","0.0351790961","0.3526109944","0.5233199772","0.6230502078","5","bad"
"3","-1.7107425845","2.0528602147","0.1929575744","0.2989094987","0.7849641448","0.6224168296","5","good"
"3","-1.4853497582","5.2410067074","0.4194113004","0.6314892071","0.980099673","0.8188006876","5","good"
"3","-1.2639742369","2.273663865","0.2289532812","0.4374732072","0.7887537119","0.6306079238","5","good"
"2","-3.7102981853","2.8620320821","0.2166672852","0.3531667532","0.7069841354","0.5826107531","5","bad"
"2.75","-7.7662458586","-1.692804942","0.0205585636","0.486446903","0.0813229906","0.6332665447","5","good"
"3","-1.1789480481","1.7237293165","0.1792672053","0.3573120832","0.6967459439","0.584582892","5","good"
"2.6666666667","-1.8894083495","2.5394660791","0.2575329655","0.3393332282","0.7483127727","0.6437308046","5","good"
"3","-1.1158216389","2.4317482755","0.2317771048","0.4987768571","0.8243504474","0.6363756064","5","good"
"2.5","-2.0156025079","2.0415196351","0.1828199208","0.2952139744","0.569264208","0.5175933667","5","bad"
"1.6666666667","-5.0497896082","-1.9938608908","-0.0020174697","0.176581094","0.033096392","0.6338309958","5","bad"
"3","-1.7315850486","1.8100798456","0.1644395193","0.247506266","0.6999654338","0.5656264095","5","good"
"3","-1.3384481137","1.6286516079","0.1826495504","0.3438211621","0.6720853124","0.5876963606","5","good"
"1.3333333333","-0.9366453452","0.006587532","0.0010314948","0.105342899","0.0649981993","0.4488328605","5","bad"
"3","-2.1072935502","2.1121286677","0.1817616588","0.4613765709","0.7136586135","0.6057202681","5","good"
"1","-3.0094867814","-2.4055499865","-0.0882103964","0.1365756324","0.1035119873","0.4531973124","5","bad"
"1.6666666667","-1.4541030009","0.5170057904","0.0457891209","0.1076904307","0.2018342223","0.4528479285","5","bad"
"1.6666666667","-2.64886396","-0.6383618175","0.0169909835","0.2794000769","0.1111711136","0.5344351177","5","bad"
"2.8","-1.1815305258","2.9329422234","0.2343433221","0.4163216237","0.7492777094","0.5924634961","5","good"
"2.8","-1.1095745907","1.3514522591","0.1481377244","0.2668505018","0.5483886832","0.550787894","5","good"
"1.25","-6.9642287463","-3.6152189765","-0.0759092849","0.4451705752","0.0274103136","0.5884189812","5","bad"
"1","-1.4729014892","0.4510876369","0.0401573583","0.111118524","0.1949415765","0.4538413367","5","bad"
"2.3333333333","-2.3457742302","2.8694593037","0.2504510858","0.4606750978","0.8447555551","0.5949828862","5","bad"
"2.75","-2.3851212871","3.8397701907","0.2945146438","0.4997795836","0.8569390465","0.6377178988","5","good"
"3","-1.8358517055","2.0591184478","0.2100429045","0.3497836469","0.6647558809","0.6063855028","5","good"
"3","-1.8980936397","3.6076110605","0.2814474363","0.431018678","0.9064582648","0.7003564653","5","good"
"3","-1.8409094616","3.1676930616","0.2661856463","0.5032842621","0.8719778029","0.6728307424","5","good"
"2.25","-2.0914370045","-0.1885437138","0.0574176865","0.2765157787","0.6720472011","0.5329628308","5","bad"
"2","-1.9875735115","3.0082910794","0.2666631736","0.4775178822","0.9552783989","0.7045751176","5","bad"
"2.6","-1.9101294819","0.5368226305","0.1268233741","0.3939733406","0.6479424731","0.6131893161","5","good"
"2","-3.190740562","1.2644486089","0.1611858854","0.3120504121","0.7822144163","0.5881470497","5","bad"
"2.3333333333","-1.6791934627","-1.670910933","-0.0065804075","0.4068106522","0.2142066129","0.4783669576","5","bad"
"2.6666666667","-2.0292618831","0.4499331752","0.1355508845","0.3621954972","0.5514339775","0.6218245164","5","good"
"2.3333333333","-2.7414582868","-0.0432349483","0.0915712484","0.2372211781","0.3891205023","0.573657583","5","bad"
"3","-1.9454410998","2.5632836787","0.2104507777","0.387609684","0.7750511278","0.5481471523","5","good"
"2.3333333333","-2.9260393018","2.7358370433","0.2288140791","0.3629284448","0.7805661675","0.6438859145","5","bad"
"2","-1.3203399585","0.3343602158","0.03264667","0.1268593491","0.1318974041","0.4528968333","5","bad"
"1.7142857143","-1.4433601441","0.0902866337","0.0117875794","0.1449775514","0.0322787797","0.4503595887","5","bad"
"2.3333333333","-10.0190587134","-0.0547538827","0.109318758","0.2616188599","0.1931122725","0.7327005474","5","bad"
"3","-1.2090210106","1.0408520392","0.109706288","0.4543900111","0.4761244784","0.5268301883","5","good"
"3","-1.112859855","2.7091275214","0.3213018354","0.5651699087","0.7830847096","0.6503213754","5","good"
"3","-2.0384754242","3.2059591399","0.2561438015","0.3708630803","0.8324555402","0.6143725281","5","good"
"3","-1.6946864607","0.7941537308","0.1272545321","0.3121522795","0.4300271736","0.5155487775","5","good"
"3","-2.6289981815","2.3444446928","0.2107695415","0.3070722953","0.7800058798","0.5706099645","5","good"
"3","-1.6173489163","2.1031282969","0.2002565555","0.3201710136","0.763958727","0.5959163971","5","good"
"3","-1.9366773732","4.5403768143","0.4024407258","0.6227903119","0.9484561429","0.7321473399","5","good"
"2.8571428571","-1.5259141427","3.5413918293","0.3253738902","0.48849561","0.8803378107","0.6777486468","5","good"
"2.3333333333","-1.6554994212","1.7228227601","0.185930168","0.3265441507","0.5336426501","0.5275167043","5","bad"
"1.4","-3.3692522792","-2.6981840285","-0.0366715387","0.1826760785","0.6493472383","0.5608817226","5","bad"
"3","-1.8591617132","0.1108018422","0.0438331126","0.2631055158","0.1464956797","0.5104028622","5","good"
"2.6666666667","-2.0149277347","2.5634090179","0.2326710062","0.3309010607","0.8563251049","0.6411982951","5","good"
"1","-9.2343591896","-6.0524347471","-0.1918539658","0.1891491764","-0.4289476532","0.6379887898","5","bad"
"3","-2.2117972641","3.5788211244","0.2932259228","0.43816223","0.9208622302","0.6629742587","5","good"
"3","-1.5380730451","2.7455843053","0.2645886885","0.4268159181","0.846873508","0.6561176708","5","good"
"3","-1.0481880014","1.8170101954","0.2347434642","0.4249840201","0.7936358132","0.7487424834","5","good"
"2.6666666667","-2.3588804246","-0.8192661712","0.0344960795","0.2801327737","0.2460172728","0.5089672243","5","good"
"3","-3.110803441","-0.7646424152","0.0658246352","0.4422603817","0.4474770357","0.6442217309","5","good"
"2.25","-2.0871433906","0.2354214888","0.0396939959","0.2174781741","0.1419877405","0.4731821602","5","bad"
"3","-1.3508650442","2.6803259434","0.2623912438","0.4240255304","0.861672287","0.6907499531","5","good"
"3","-1.0761410794","1.9976902689","0.2426355462","0.4663510288","0.7922837345","0.7005353157","5","good"
"1.6666666667","-1.340007304","0.8762320006","0.0883236635","0.2323295035","0.3451815666","0.4769763478","5","bad"
"3","-2.0666128105","1.6111468145","0.1497323541","0.2866801921","0.5894710586","0.5065660683","5","good"
"2.6","-1.8340266194","0.5644034586","0.0729508146","0.2333525245","0.3785787461","0.4920908711","5","good"
"3","-1.8998469721","3.5457679562","0.2844106482","0.4028950407","0.9161409242","0.675643482","5","good"
"1.25","-1.4188973131","0.2549967584","0.0260914982","0.1102500726","0.0960690433","0.4503213135","5","bad"
"2.75","-1.5303750838","2.1604350375","0.2081615911","0.3579507705","0.7447222029","0.5689899611","5","good"
"2.25","-2.0306289692","1.3771276054","0.1377760907","0.2521170266","0.5000992889","0.5395609614","5","bad"
"3","-0.9868968409","2.1409457204","0.2635803549","0.4849672688","0.8205412872","0.7303053838","5","good"
"3","-2.1233983109","0.6024676931","0.1280235141","0.2706257213","0.6233310635","0.589961543","5","good"
"3","-2.7764870707","-1.490665604","-0.0030260948","0.2166056044","0.2773421228","0.4917143348","5","good"
"2.6","-1.656746025","3.4403836476","0.2943241096","0.4773111735","0.9140918194","0.7004745609","5","good"
"1.75","-2.5070204088","-0.276419983","0.0607510045","0.2923927791","0.5767598963","0.5314630364","5","bad"
"2.8333333333","-2.6705379268","2.3897964773","0.2294033107","0.404132197","0.7233053967","0.5677887246","5","good"
"3","-1.6367196897","1.2974484227","0.1354987939","0.2350959821","0.56400311","0.5461829147","5","good"
"2.3333333333","-2.127681756","1.6648460844","0.1676019601","0.2851170166","0.5642554034","0.507623362","5","bad"
"1.6666666667","-8.49888141","-5.3472996552","-0.1913773621","0.2549723268","-0.5322337222","0.5913630268","5","bad"
"2.6666666667","-1.7175853412","2.4450270339","0.2680376435","0.461732785","0.6413497553","0.6620954453","5","good"
"3","-2.2280352609","3.6331072513","0.2837356994","0.4453380015","0.9004059047","0.6493643417","5","good"
"1.3333333333","-2.1265552935","-2.7268146354","-0.0817127196","0.225518351","0.066872383","0.5030605388","5","bad"
"3","-2.003174726","2.7958571031","0.2924522992","0.4892813954","0.7593148561","0.6188765645","5","good"
"3","-2.6034655518","0.0528561819","0.0461167679","0.1815031403","0.2969329461","0.5109607354","5","good"
"3","-1.7413179262","2.9168765802","0.2718200276","0.4196622637","0.7736819128","0.6283955329","5","good"
"1.6666666667","-2.1597620466","-0.9755546432","0.0123331782","0.1631036985","0.197156","0.4876092783","5","bad"
"1","-1.5695583117","-0.033549224","-0.0035440293","0.0829547492","0.052063629","0.4488543135","5","bad"
"3","-7.7111929985","-1.692804942","0.0205585636","0.486446903","0.0802664102","0.6332665447","5","good"
"1.6666666667","-8.0719562811","-7.4302029463","-0.2707560729","0.2776865398","-0.3553376446","0.5827421119","5","bad"
"1.6666666667","-1.5791904242","0.3735037633","0.0340422476","0.1170334965","0.163885039","0.4517673731","5","bad"
"1.0666666667","-5.9105083098","-3.0405467835","-0.1068088511","0.0988425406","-0.5332569173","0.4385243607","10","bad"
"1.5384615385","-6.1881741055","-2.8526151072","-0.101968846","0.1529882329","-0.1541343864","0.4213856291","10","bad"
"2.9473684211","-2.1356303046","1.874419279","0.1745578069","0.3250172415","0.6151642311","0.49789482","10","good"
"1.3333333333","-5.1427111712","-4.6488581873","-0.1695847602","0.077857004","-0.3565376471","0.4349972996","10","bad"
"2.2","-5.165332453","-1.2718190602","-0.036020519","0.105838146","-0.0805354142","0.4268820785","10","bad"
"1.4285714286","-5.0845720939","-3.843988009","-0.1332374709","0.1062548946","-0.3292483417","0.4819449291","10","bad"
"2.625","-2.0291692244","0.8576323507","0.0828542138","0.2064514282","0.3505177023","0.3674867988","10","good"
"1.0909090909","-4.7994427533","-4.9679195474","-0.1754455383","0.204268798","-0.350363261","0.5171089211","10","bad"
"1","-13.1677097974","-6.1749321278","-0.2183150971","0.161690101","-0.7510087069","0.5993650455","10","bad"
"2.5454545455","-1.3150501952","1.3543296684","0.1430622344","0.2761559009","0.5669438499","0.4479357981","10","good"
"1","-4.3352490075","-4.6345507466","-0.164776491","0.1360748654","-0.2456935445","0.4559756061","10","bad"
"1.25","-9.021013013","-4.2840525528","-0.1416792898","0.1135741829","-0.3101446706","0.5101505623","10","bad"
"1","-13.438935239","-4.411433088","-0.1432290262","0.0946944667","-0.6300311789","0.5901875623","10","bad"
"1.4545454546","-5.970319924","-4.9366618974","-0.1649789755","0.1218402202","-0.2117643596","0.5064985356","10","bad"
"1.2727272727","-3.787182795","-3.3925724242","-0.0941800153","0.1518404493","-0.0530858188","0.4861827715","10","bad"
"2.7","-2.0038998202","1.9424533603","0.1712455411","0.3204234833","0.628134206","0.5204453572","10","good"
"1.0909090909","-10.1977430096","-5.1170408","-0.1832282759","0.133815378","-0.5513471378","0.5490812826","10","bad"
"1.6363636364","-6.3994129829","-2.3033179944","-0.0518307688","0.1429850177","-0.0128704144","0.459374242","10","bad"
"2.4","-2.0633713542","-1.0561449083","-0.0174333542","0.1174614871","0.1718964355","0.3919755986","10","bad"
"1.2777777778","-3.665547165","-0.3932182161","0.0146900759","0.1268938857","0.1242945797","0.4040686779","10","bad"
"1.1666666667","-3.0816173184","-1.5322644289","0.0067326537","0.31593177","0.2519957077","0.4444423644","10","bad"
"2.3","-3.2910669349","2.0874045752","0.1666113302","0.2713450629","0.7516411068","0.4980566437","10","bad"
"1.7272727273","-2.8746469743","-2.2914767406","-0.0625069364","0.1706817877","0.0416301028","0.4027481779","10","bad"
"2.5384615385","-2.4291816681","1.0096049862","0.1020177289","0.2405159616","0.4715964832","0.4102437752","10","good"
"1","-10.9107515006","-4.4971792318","-0.1642296566","0.1039045205","-0.7486530398","0.5208693424","10","bad"
"1.1333333333","-6.6133862446","-5.1885278708","-0.1893981838","0.1023018578","-0.3641867718","0.5162660916","10","bad"
"1.5454545455","-3.3194366124","-2.387080661","-0.0771968683","0.1232729918","-0.0172209773","0.3829861347","10","bad"
"1.3636363636","-5.4225389823","-1.8232327635","-0.0668850571","0.1054968068","-0.2172306206","0.3969854091","10","bad"
"1.2857142857","-9.4694324149","-5.284364939","-0.1755681216","0.1727754278","-0.5648990555","0.5691800935","10","bad"
"2.1666666667","-2.0078289965","1.5296855074","0.136078699","0.2926010582","0.4285033034","0.460462765","10","bad"
"1.6363636364","-5.7531469968","-3.3303506983","-0.1047985571","0.2265414149","-0.4597090139","0.4489471667","10","bad"
"1.3333333333","-5.2174280419","-3.7798162694","-0.125619655","0.2702016823","-0.1143560829","0.4712096319","10","bad"
"1.2307692308","-6.7319927584","-2.0324966222","-0.0546475617","0.1002806499","-0.2208209739","0.5042693984","10","bad"
"1.1","-6.3178786411","-6.4560280607","-0.2230620657","0.1182211403","-0.2568095417","0.5346761226","10","bad"
"1.1818181818","-4.2045189796","-3.6261831946","-0.1394788516","0.1777306432","-0.2051435107","0.4184823675","10","bad"
"1","-7.2908821965","-2.5894661929","-0.093951221","0.1120485901","-0.6530539887","0.4025391529","10","bad"
"1.875","-4.6353242277","-2.2283831023","-0.020992935","0.2353082398","-0.0496773279","0.5919399122","10","bad"
"1.2727272727","-3.2889787284","-3.0403426265","-0.0880655096","0.1849934978","0.0191075368","0.4534895267","10","bad"
"1","-5.5273777684","-1.4845981071","-0.0518758561","0.1784515444","-0.2896486391","0.3090053758","10","bad"
"1.5","-6.8501841693","-5.8093041482","-0.1981988831","0.1467603263","-0.4371890079","0.5882027631","10","bad"
"2","-3.7180854089","-1.9269924126","-0.0430664028","0.134281931","0.0241229602","0.3958358568","10","bad"
"1.25","-4.6634221581","-4.4505774716","-0.149871023","0.2567782849","-0.1943096414","0.4551456889","10","bad"
"1.5","-1.6329275787","-0.2776256347","5.41E-004","0.1295968891","-0.0345721603","0.3323331956","10","bad"
"2.2","-6.9336936104","-3.6388315752","-0.0853561745","0.1715454625","-0.0414387935","0.568620856","10","bad"
"1.0555555556","-8.2251604588","-3.3127940448","-0.0895130421","0.2220007328","-0.1846612738","0.5132391632","10","bad"
"2.3125","-2.6579203184","-0.3032079597","0.0473533516","0.2470245524","0.3184307884","0.4334622156","10","bad"
"2.1818181818","-3.2761703265","-1.2945325034","0.0178938076","0.2765150312","0.2900839438","0.4821134436","10","bad"
"1.4615384615","-2.7822377997","-1.2713965927","-0.0318129721","0.2051836643","0.0513367584","0.3459004979","10","bad"
"1.5454545455","-2.8554790878","-0.2077639356","0.047778883","0.2735246819","0.4581936122","0.4278002997","10","bad"
"1.3636363636","-3.826064649","-3.7375942014","-0.1301488716","0.1333894286","-0.0587577053","0.41047511","10","bad"
"1.3846153846","-4.3270389374","-5.1149399438","-0.1767579026","0.2276990429","-0.2663645509","0.4850008149","10","bad"
"2.8333333333","-1.7742329078","2.0328746921","0.1924166941","0.3509004476","0.670620931","0.5287975222","10","good"
"1","-2.9559221839","-2.495331934","-0.0886833393","0.1064600373","-0.1396369328","0.3721242236","10","bad"
"1","-7.8884685147","-4.6462415296","-0.1650364231","0.0668806392","-0.5959273432","0.5110211298","10","bad"
"1.1666666667","-7.869349959","-4.7252727486","-0.1712182982","0.074124194","-0.5772964264","0.5074060528","10","bad"
"1.8181818182","-4.9821396614","-2.5654382708","-0.0662625232","0.1894041031","-0.0709652022","0.4941557652","10","bad"
"1.6153846154","-2.7155162579","-1.0747832622","-0.0224572803","0.1397466769","0.0202234369","0.3797448445","10","bad"
"2.125","-2.6674221636","-3.0167059318","-0.07583464","0.1852346866","-0.0094466154","0.441082046","10","bad"
"1","-6.0209741682","-3.4154456022","-0.1046170391","0.2401164164","-0.297051914","0.4485967791","10","bad"
